,p,checkpoint,train_error,Demographic_Parity,Equal_Opportunity,Equal_Odds,Overall_accuracy
211,0.5,1000.0,0.1696547144754316,0.214421121662989,0.2565868354115126,0.3611988398859334,0.12069023377919996
212,0.5,500.0,0.18127490039840638,0.21197631535339526,0.3854400448747352,0.4830199926312053,0.1173943919959739
213,0.5,1000.0,0.17310756972111555,0.2215694104319666,0.35903386797254283,0.4618236158222564,0.11373118436010787
214,0.5,500.0,0.18180610889774237,0.21395018969168692,0.2714258867129999,0.38318230663098984,0.13147489085288522
215,0.5,1000.0,0.1705843293492696,0.21334742806091392,0.22872519993990803,0.33580909637793976,0.12418460236397533
216,0.5,500.0,0.17297476759628155,0.15879630694815117,0.046964814803178934,0.11549813093526973,0.1117215242469386
217,0.5,1000.0,0.17250996015936254,0.13997300942178875,0.005012421093638864,0.061645020909354975,0.11465678021783232
218,0.5,500.0,0.18426294820717132,0.2373077294405257,0.3089250798702883,0.43200770509454683,0.11608943482968082
219,0.5,1000.0,0.1697211155378486,0.19070781033162199,0.17977369561380313,0.2682264962959792,0.1177678558730324
220,0.55,500.0,0.17310756972111555,0.20812976579915382,0.3264448482307438,0.4199988923844453,0.11342909143989621
221,0.55,1000.0,0.16706507304116866,0.21047764561535695,0.3239000805985887,0.4151080955384971,0.10748185271060495
222,0.55,500.0,0.18818061088977422,0.33674530503772443,0.6680154982346568,0.8513896582974623,0.11223698784392933
223,0.55,1000.0,0.17649402390438246,0.25399868423087596,0.35124019579002325,0.48728537317521414,0.12630962345882712
224,0.55,500.0,0.17675962815405047,0.1566328522520295,0.14725150815325272,0.2129413749957077,0.12005778439796788
225,0.55,1000.0,0.16945551128818062,0.16863821747043475,0.10543734873484212,0.1815077458685277,0.12130085865198637
226,0.55,500.0,0.17377158034528553,0.17946652356101117,0.1291628085780661,0.21776966002173803,0.13012343625040024
227,0.55,1000.0,0.17118193891102257,0.22093391203852525,0.25970053425839873,0.3703846297693464,0.12174854190519258
228,0.55,500.0,0.17861885790172644,0.2115314805194899,0.27808455254645265,0.3846198971665281,0.12704652156751883
229,0.55,1000.0,0.17177954847277557,0.1922415236507765,0.15845705397592097,0.2520693096514132,0.12263550356873842
230,0.55,500.0,0.17569721115537848,0.24190120674888424,0.3991452322593138,0.5184214270507985,0.11697049906171664
231,0.55,1000.0,0.16826029216467464,0.20120182834017128,0.19647719619730036,0.2941882509848308,0.12284995744722338
232,0.55,500.0,0.17463479415670652,0.1990902269108987,0.2387688922577944,0.3357942572728796,0.12626902345414526
233,0.55,1000.0,0.1699203187250996,0.16837618295405193,0.0952794132011463,0.16939264457516368,0.11534467347897559
234,0.55,500.0,0.17589641434262948,0.22781623467011325,0.35235292471200713,0.46173814286624043,0.11424522374744817
235,0.55,1000.0,0.1702523240371846,0.21718699698193927,0.2781536696920174,0.3822141068867675,0.1164416157991468
236,0.55,500.0,0.17423638778220452,0.21337874061393186,0.3471708524428912,0.44337601187166314,0.11147934842849794
237,0.55,1000.0,0.17410358565737052,0.22855760600066463,0.35183026199967904,0.4614255136176709,0.11460526795892756
238,0.55,500.0,0.1752324037184595,0.17679919953801046,0.12818545786681645,0.21516015788081866,0.13017691431980816
239,0.55,1000.0,0.1702523240371846,0.17599255527503083,0.18206769938725648,0.26150086076060797,0.12490021756507452
240,0.6000000000000001,500.0,0.1749667994687915,0.205883285698201,0.20633981301812876,0.31297021023572286,0.1312931737370686
241,0.6000000000000001,1000.0,0.17031872509960158,0.20627552507149582,0.22770215194233462,0.328943525755226,0.12409249010038892
242,0.6000000000000001,500.0,0.1745683930942895,0.22446657380953475,0.41093913064340065,0.5119765019159622,0.10985745446676376
243,0.6000000000000001,1000.0,0.1699867197875166,0.23338716110304517,0.3893277415087301,0.4976102184247153,0.11030764513132629
244,0.6000000000000001,500.0,0.17749003984063744,0.16057632829966156,0.08861960493553545,0.16496991558053475,0.12929835749912877
245,0.6000000000000001,1000.0,0.16832669322709162,0.17305621610243127,0.12698133437218495,0.20486874384933546,0.12083385830169091
246,0.6000000000000001,500.0,0.18054448871181938,0.1472277127287293,0.0371461816204372,0.10338682910037655,0.12174800030433952
247,0.6000000000000001,1000.0,0.1695219123505976,0.1559774951606459,0.0401239310405101,0.10827965892314717,0.11807638782560714
248,0.6000000000000001,500.0,0.1899070385126162,0.26260789115251076,0.4282795371550355,0.573739641547698,0.13232071091089626
249,0.6000000000000001,1000.0,0.17324037184594954,0.21318502804218653,0.2531549692085973,0.35993941718768724,0.12510572499984007
250,0.6000000000000001,500.0,0.17390438247011952,0.2089131613440375,0.2419054397478424,0.34747216562244426,0.12850798132102903
251,0.6000000000000001,1000.0,0.1705843293492696,0.19752377682907585,0.2262701132321634,0.3193116600014501,0.12116367316185839
252,0.6000000000000001,500.0,0.18784860557768923,0.17744791700412244,0.12550359837568997,0.2193424070008544,0.1353074791406944
253,0.6000000000000001,1000.0,0.1747011952191235,0.17763214153129536,0.12868584315206172,0.21342910149741756,0.12364873846818947
254,0.6000000000000001,500.0,0.1792164674634794,0.25521261233528836,0.4632545264590144,0.5901399111191772,0.11524558058217316
255,0.6000000000000001,1000.0,0.17377158034528553,0.24317932458401897,0.33769552012365683,0.4626237390241514,0.12106064864404908
256,0.6000000000000001,500.0,0.17808764940239044,0.24025301505684474,0.38685094858998165,0.5043379257285865,0.1123618368701842
257,0.6000000000000001,1000.0,0.16978751660026561,0.21356635516125858,0.26090465775303023,0.3643184750705908,0.11998105761046385
258,0.6000000000000001,500.0,0.17264276228419656,0.16983980911097404,0.19908879611070396,0.2725002115474556,0.12301039165544725
259,0.6000000000000001,1000.0,0.1699867197875166,0.1772454585815662,0.1827725800288007,0.2608057805244901,0.11937043273767733
260,0.65,500.0,0.18054448871181938,0.18988395519709245,0.050715990794281685,0.1491449876838985,0.11721660650116394
261,0.65,1000.0,0.17118193891102257,0.2252234710312046,0.17036690922405434,0.2913135386982785,0.12567574986794472
262,0.65,500.0,0.18213811420982737,0.13767487664689534,0.12961521171267143,0.1844905839910862,0.12471741724755203
263,0.65,1000.0,0.1738379814077025,0.17176128858156361,0.19786182397291063,0.27265327201860307,0.12146129286021035
264,0.65,500.0,0.17264276228419656,0.1900809173739556,0.21533875112743778,0.3036014466145764,0.12119783413417717
265,0.65,1000.0,0.16759628154050465,0.19144470844031372,0.1667065565895201,0.25627638917633,0.11884351528561088
266,0.65,500.0,0.18393094289508632,0.1579231059581289,0.019785211329956698,0.09228202411803155,0.11076319162654591
267,0.65,1000.0,0.17430278884462153,0.1681216706717381,0.09591517669712579,0.1750229304193855,0.12456789529355083
268,0.65,500.0,0.1747011952191235,0.11085977711199209,0.047394369294622374,0.008857817441005,0.11941943758522566
269,0.65,1000.0,0.17410358565737052,0.12242193229905089,0.015759280404832265,0.025705284773454906,0.10856340955469357
270,0.65,500.0,0.1795484727755644,0.24361772038556123,0.4338243316343463,0.5537388865600636,0.11694670874276769
271,0.65,1000.0,0.1747675962815405,0.25695630631106814,0.4590052500469825,0.5841408802706144,0.11045520127482411
272,0.65,500.0,0.17423638778220452,0.1637848720491053,0.06500838830812078,0.14203311352089443,0.1238651581571778
273,0.65,1000.0,0.16978751660026561,0.2021660583920741,0.2159985056987372,0.31305166540440715,0.12088733637109905
274,0.65,500.0,0.1794156706507304,0.13348150195384514,0.00185131131219185,0.05408694566702865,0.11946844243277388
275,0.65,1000.0,0.17423638778220452,0.14790862535665672,0.03303342585129759,0.09440279159219123,0.11298981302955646
276,0.65,500.0,0.17895086321381143,0.2672991775630573,0.40080518618502486,0.5451677936206816,0.12512253468557288
277,0.65,1000.0,0.1752324037184595,0.25958642034954077,0.3823063534650824,0.5194490278072792,0.12322877715493896
278,0.65,500.0,0.18300132802124833,0.15355322956488332,0.017239301265643436,0.08895537168375423,0.11784207524918
279,0.65,1000.0,0.17729083665338646,0.17160153638922857,0.042988008460852545,0.1278901685278535,0.122054566446411
280,0.7000000000000001,500.0,0.17629482071713148,0.20165005319423046,0.22867893143750523,0.3290523767047773,0.12661815541140198
281,0.7000000000000001,1000.0,0.17211155378486057,0.1890399605345488,0.22111088960620934,0.3084470517048449,0.122221981287851
282,0.7000000000000001,500.0,0.17377158034528553,0.20702333543441034,0.27119911392961815,0.3683950491921128,0.11622716192066185
283,0.7000000000000001,1000.0,0.16865869853917662,0.2229119185907321,0.29040282729110484,0.399203045872747,0.1195140572601685
284,0.7000000000000001,500.0,0.18300132802124833,0.19210630397115186,0.1732966764934873,0.27006651390503594,0.1238839336534141
285,0.7000000000000001,1000.0,0.17317397078353253,0.15987948859479872,0.07637101855252704,0.14818030606972166,0.12138205866134999
286,0.7000000000000001,500.0,0.17729083665338646,0.20911345336318182,0.13361943642679208,0.24208520097219943,0.11752317264323542
287,0.7000000000000001,1000.0,0.17144754316069058,0.17403617263836102,0.08287145753208375,0.16425496709948828,0.11881972496666193
288,0.7000000000000001,500.0,0.17961487383798141,0.24184806968742067,0.30869773587082744,0.4365426928913205,0.1221808396823163
289,0.7000000000000001,1000.0,0.17589641434262948,0.22268655245802435,0.3024474895338934,0.41125858999911363,0.11605778126871846
290,0.7000000000000001,500.0,0.1711155378486056,0.18560550905154438,0.21161156621165494,0.2956274427486883,0.12044161892839611
291,0.7000000000000001,1000.0,0.16626826029216468,0.17976021163835643,0.16143366096383566,0.2407657388162397,0.11747667520704341
292,0.7000000000000001,500.0,0.1790172642762284,0.18293852603648814,0.13666287569595542,0.22594112624568724,0.12189806385919366
293,0.7000000000000001,1000.0,0.1689907038512616,0.19086878614069896,0.18015983768323895,0.26992016878617947,0.12121518542076293
294,0.7000000000000001,500.0,0.17629482071713148,0.2172648069711492,0.30526472723575404,0.41249441469232484,0.1229930403688615
295,0.7000000000000001,1000.0,0.17244355909694556,0.2190941741781523,0.2985837839752184,0.40483357748164445,0.11908962272505819
296,0.7000000000000001,500.0,0.17642762284196548,0.1802331094201619,0.17865982425966115,0.2587557316750224,0.11291898367356268
297,0.7000000000000001,1000.0,0.16673306772908367,0.1921821481498584,0.1831370158872328,0.2725614507765968,0.11997909179996047
298,0.7000000000000001,500.0,0.17184594953519255,0.17237815189380468,0.09159792557168739,0.17124859350956767,0.11880684690193577
299,0.7000000000000001,1000.0,0.16600265604249667,0.18044254847593422,0.09862045604749314,0.1832461113859879,0.12040549214557406
300,0.75,500.0,0.18426294820717132,0.2856635385740464,0.5804743492563623,0.7248456097560689,0.10974548350523505
301,0.75,1000.0,0.17270916334661354,0.2309054858168678,0.3318091384290758,0.4451725372267719,0.11736917746737452
302,0.75,500.0,0.1793492695883134,0.2787599330348658,0.5056616081674759,0.6488485788556149,0.11393221857301372
303,0.75,1000.0,0.17164674634794155,0.25281464446983104,0.42630312952153226,0.548888334669948,0.11035468416837124
304,0.75,500.0,0.17649402390438246,0.15290254628826794,0.033897104562816915,0.10128821624031037,0.11603846417162922
305,0.75,1000.0,0.16666666666666666,0.16822611939919774,0.0644634481687098,0.14118872492254164,0.12018263342422264
306,0.75,500.0,0.17695883134130147,0.22123546335788394,0.20488606809695364,0.3262614175627449,0.13485389845597828
307,0.75,1000.0,0.1698539176626826,0.22795931759175134,0.28674418830480775,0.40124979155710117,0.12189216642768352
308,0.75,500.0,0.17330677290836655,0.2350183425164432,0.3043342162429861,0.42369681056793973,0.11946451081176723
309,0.75,1000.0,0.16812749003984065,0.23952201437966314,0.32612839452295167,0.4445700930617377,0.11540262477024343
310,0.75,500.0,0.17197875166002657,0.2008968870006588,0.2908106755715445,0.382203551425248,0.11839976365341143
311,0.75,1000.0,0.17184594953519255,0.2092395861840511,0.3081733595102622,0.4055124636506746,0.11880684690193577
312,0.75,500.0,0.1843293492695883,0.15681775879509138,0.03867018611933504,0.10779636824588057,0.10712519851927937
313,0.75,1000.0,0.1700531208499336,0.19365092954452914,0.16063909939788118,0.2524035325776095,0.11705224067193332
314,0.75,500.0,0.1808100929614874,0.1946654482385947,0.35925949832376636,0.4430097520158715,0.11489197540305685
315,0.75,1000.0,0.16766268260292164,0.20700564313987999,0.37214613306707045,0.4566775224502329,0.10444160641139877
316,0.75,500.0,0.17403718459495351,0.21142703179203026,0.3176726829048166,0.41717859294756265,0.1193402033863653
317,0.75,1000.0,0.17370517928286852,0.19547209250157432,0.27726599990517814,0.36561850370859317,0.11854535398640598
318,0.75,500.0,0.18824701195219123,0.15792846178878608,0.009445629083123908,0.08043575987025386,0.10236647277289268
319,0.75,1000.0,0.17636122177954847,0.15485567931981992,0.01996685804309367,0.08736885160416519,0.11040368901591957
320,0.8,500.0,0.17888446215139442,0.18287325310405994,0.17200058721012923,0.26145845439241366,0.127440726751317
321,0.8,1000.0,0.16812749003984065,0.16972174012502678,0.08841625201139464,0.16460123669022697,0.11812146105214871
322,0.8,500.0,0.1757636122177955,0.17697054600045725,0.12279946145748066,0.21097234862834302,0.13156951052782795
323,0.8,1000.0,0.17217795484727755,0.164041009133978,0.11198177135248544,0.18647337761814287,0.12534146178591754
324,0.8,500.0,0.1808100929614874,0.25685883821682454,0.5559069169126228,0.674038285108889,0.10250616567437709
325,0.8,1000.0,0.17516600265604249,0.24712998185777554,0.5358400960556958,0.6432632974901117,0.09745232764099476
326,0.8,500.0,0.19316069057104915,0.1938301392489894,0.1600250421129054,0.26284140468992423,0.12536810052416725
327,0.8,1000.0,0.17184594953519255,0.1526163804449917,0.03401020534646826,0.10333068809304524,0.12484870530616987
328,0.8,500.0,0.1804780876494024,0.25021706660111825,0.34794485023000016,0.48193780925800406,0.1252745640509304
329,0.8,1000.0,0.17430278884462153,0.189265126074348,0.1524804201408504,0.24247818607704114,0.11701557228825821
330,0.8,500.0,0.17463479415670652,0.2029519613483141,0.20386302009938012,0.30491651753676224,0.12355018717223998
331,0.8,1000.0,0.16786188579017264,0.1938634176125107,0.1691610720811858,0.26043857374755625,0.11833144170877397
332,0.8,500.0,0.18207171314741036,0.2053556260523731,0.15089072579286217,0.25550981004696016,0.11434770666440452
333,0.8,1000.0,0.1701195219123506,0.21053200629356236,0.23065705271924558,0.33263446140450964,0.11805707072851801
334,0.8,500.0,0.17689243027888446,0.19864952429090857,0.3035367985966363,0.393832177493334,0.11814023654838501
335,0.8,1000.0,0.17031872509960158,0.2032259913206257,0.324399323451676,0.4128303603666961,0.11261295913234415
336,0.8,500.0,0.17881806108897744,0.22880676245232134,0.3906906630733368,0.5004204305051965,0.11616473740753441
337,0.8,1000.0,0.1696547144754316,0.1926961875371987,0.1954998454860506,0.2843614378910727,0.11706511873665948
338,0.8,500.0,0.17270916334661354,0.19811705041527644,0.22733828729998162,0.3211635919009468,0.12039010666949157
339,0.8,1000.0,0.16779548472775566,0.19124618163876422,0.21224847213979253,0.2978487771471896,0.11581614705113075
340,0.8500000000000001,500.0,0.1747675962815405,0.21531004913703827,0.24251949703281805,0.35283124857555453,0.12676821896625612
341,0.8500000000000001,1000.0,0.17244355909694556,0.21632490883904829,0.350534172716321,0.44990858240691356,0.11516241476230615
342,0.8500000000000001,500.0,0.17430278884462153,0.18222989146860505,0.14698018051570527,0.23355434854981827,0.12184905901164544
343,0.8500000000000001,1000.0,0.1705843293492696,0.21091584082399076,0.2561778446989149,0.3563104463501293,0.11602809351825938
344,0.8500000000000001,500.0,0.17802124833997343,0.24856656809063093,0.44709653723100723,0.5678564702930013,0.1122632855742346
345,0.8500000000000001,1000.0,0.1753652058432935,0.23140183290967775,0.44380062045490504,0.547984691579945,0.10771704789582959
346,0.8500000000000001,500.0,0.17144754316069058,0.19380600792209599,0.1762510060543192,0.271064464348386,0.1251636762911077
347,0.8500000000000001,1000.0,0.16865869853917662,0.2010750135034131,0.18491007059659526,0.28242498926565957,0.12072242894101526
348,0.8500000000000001,500.0,0.17589641434262948,0.25065939402366727,0.4201214291140839,0.5445319063489212,0.1148494095878716
349,0.8500000000000001,1000.0,0.17742363877822045,0.2560094275457512,0.45875505740435985,0.585119684937151,0.11318888143195893
350,0.8500000000000001,500.0,0.1793492695883134,0.2231551776108787,0.3923266259237278,0.49709005901902326,0.11514059025386048
351,0.8500000000000001,1000.0,0.17443559096945552,0.23441971309958548,0.3757830658423638,0.489857720283562,0.11691058195994564
352,0.8500000000000001,500.0,0.17775564409030545,0.15659564226750144,0.101391425246951,0.17124394032557066,0.12304651843826953
353,0.8500000000000001,1000.0,0.17177954847277557,0.15859635593695132,0.07455283777291988,0.14549157460387419,0.12263550356873842
354,0.8500000000000001,500.0,0.17709163346613546,0.21049391370023687,0.27469895484594015,0.3761360714562046,0.1175296116755985
355,0.8500000000000001,1000.0,0.1745019920318725,0.21824977832979164,0.2849711335954454,0.3924889943062866,0.12033215537822384
356,0.8500000000000001,500.0,0.17841965471447543,0.24096666444744047,0.35892076718889143,0.48354953763044417,0.12403203139776497
357,0.8500000000000001,1000.0,0.17403718459495351,0.21276811574114537,0.3121958631389123,0.4136138381226419,0.12054857506721217
358,0.8500000000000001,500.0,0.17390438247011952,0.21798882701511474,0.3106964209314135,0.4154624761673302,0.11823682203383112
359,0.8500000000000001,1000.0,0.1695883134130146,0.20258852711668093,0.2317926302843914,0.32872556484257903,0.12210214708430878
360,0.9,500.0,0.17675962815405047,0.21925101777331402,0.21711294826895816,0.3309572476565836,0.12247452775966139
361,0.9,1000.0,0.16673306772908367,0.20285537586286792,0.1940232519217137,0.29053874169300525,0.11756234843826685
362,0.9,500.0,0.1800796812749004,0.1882941159821377,0.3118548471397212,0.3860327142800513,0.0984011722168151
363,0.9,1000.0,0.17675962815405047,0.2020428341683782,0.356965494550313,0.43956187526205637,0.10042174458420716
364,0.9,500.0,0.1738379814077025,0.15027297385064825,0.06171247153201864,0.12738804770808798,0.12297175746126887
365,0.9,1000.0,0.17098273572377157,0.14532500875437598,0.020238756896720167,0.07994253891502368,0.11480684377268646
366,0.9,500.0,0.17569721115537848,0.220425770082695,0.2261118863782673,0.342918418025669,0.1293563087903965
367,0.9,1000.0,0.1693227091633466,0.2116947631470147,0.18013813147223523,0.2883555793008144,0.1244267781824161
368,0.9,500.0,0.1699203187250996,0.21409130680282165,0.26956315107922707,0.37240586616948906,0.11866769560130441
369,0.9,1000.0,0.16600265604249667,0.1801544168221546,0.15425233241805475,0.2350737861433037,0.11949921338493896
370,0.9,500.0,0.1752988047808765,0.19942987082358293,0.2052036642369039,0.30317208212640573,0.12272314261046524
371,0.9,1000.0,0.17330677290836655,0.18637745074135226,0.14809405186984725,0.23705895661534487,0.12037078957240233
372,0.9,500.0,0.18067729083665338,0.22131449696383576,0.14877779751646675,0.2688895374168988,0.12103882413560352
373,0.9,1000.0,0.17616201859229746,0.1981098691891519,0.10653008509405926,0.20725515941863515,0.1176603581333634
374,0.9,500.0,0.17211155378486057,0.17837547867235018,0.12048203782478634,0.2052561063224414,0.1231282600484861
375,0.9,1000.0,0.1699203187250996,0.1901080977130583,0.15459334841724598,0.24795387859310253,0.12712629736723213
376,0.9,500.0,0.17629482071713148,0.220708746498726,0.4059392763035008,0.5050589450327433,0.11060723064018163
377,0.9,1000.0,0.16819389110225763,0.14992384189339164,0.04800899779567719,0.11253410977419243,0.12335559199169721
378,0.9,500.0,0.18233731739707834,0.2305484906175977,0.47204896921202455,0.5711626070178383,0.0957100578748653
379,0.9,1000.0,0.18107569721115538,0.2472254841415158,0.5255684885222698,0.6335511236582199,0.09262921157097725
380,0.9500000000000001,500.0,0.1853253652058433,0.18127189985615683,0.10518886974045655,0.19115994543169212,0.10799928211809906
381,0.9500000000000001,1000.0,0.16879150066401064,0.1707279943912618,0.06812265837108594,0.14541038428816644,0.11548185896910368
382,0.9500000000000001,500.0,0.1741699867197875,0.16145576772913844,0.05457741148864054,0.12935679768747532,0.12165195641974635
383,0.9500000000000001,1000.0,0.1697211155378486,0.14765804469534966,0.018898112759196395,0.08002965034574683,0.11444483375070369
384,0.9500000000000001,500.0,0.1707835325365206,0.16128103124653786,0.08680199537200733,0.15892502201452935,0.12266769873055383
385,0.9500000000000001,1000.0,0.1695883134130146,0.22818414212360613,0.30156153339529124,0.4127663860336105,0.11575819575986313
386,0.9500000000000001,500.0,0.17244355909694556,0.2036071178467892,0.17488808448971271,0.2778423716634069,0.12452729528886897
387,0.9500000000000001,1000.0,0.16686586985391766,0.2111118602141839,0.18134282618294567,0.2862091782976234,0.11957200855143613
388,0.9500000000000001,500.0,0.18718459495351925,0.2672963291437565,0.5308179642887132,0.665897538390145,0.11438383344722669
389,0.9500000000000001,1000.0,0.1750332005312085,0.21871122225652137,0.2650871018838135,0.369348526157179,0.10843266309692867
390,0.9500000000000001,500.0,0.18320053120849933,0.2128117647580365,0.43045986892875854,0.5216678838686669,0.1051477335679254
391,0.9500000000000001,1000.0,0.17244355909694556,0.20573484694590577,0.38334996524150156,0.4657870509105067,0.09975567583150924
392,0.9500000000000001,500.0,0.1897078353253652,0.05211690610873809,0.13495608205176246,0.1543158706862512,0.07190856590091854
393,0.9500000000000001,1000.0,0.17788844621513944,0.1218617364834631,0.01923570146191328,0.018866099476708142,0.09816990865259723
394,0.9500000000000001,500.0,0.17868525896414342,0.2837815759064327,0.4914583203619682,0.6406978471390059,0.11717600649648219
395,0.9500000000000001,1000.0,0.17463479415670652,0.27112478521765065,0.3618768103979605,0.5098114288948551,0.12415437301266341
396,0.9500000000000001,500.0,0.18200531208499335,0.15456307444418063,0.09100671692987355,0.1544895280114592,0.10699892528337407
397,0.9500000000000001,1000.0,0.17855245683930943,0.1428248989799068,0.00471824481292954,0.05781410135876275,0.09583239948976385
398,0.9500000000000001,500.0,0.17695883134130147,0.21775309022903722,0.3186049075458215,0.4233288774247679,0.11733250908369941
399,0.9500000000000001,1000.0,0.17682602921646745,0.23022708060029676,0.38946369093554345,0.49893307980371737,0.11411447728968338
400,1.0,500.0,0.1748339973439575,0.1767773750295649,0.1351171649860538,0.2182898922063382,0.12233537645903003
401,1.0,1000.0,0.17343957503320054,0.19286502658828913,0.17841020283311748,0.27055825518572835,0.11935952048345466
402,1.0,500.0,0.17782204515272243,0.15366845013152977,0.14025125510452974,0.20893416435906037,0.13130157857993496
403,1.0,1000.0,0.17290836653386454,0.15306121527889704,0.10291371609761168,0.1690123746629127,0.12491506144030406
404,1.0,500.0,0.17908366533864542,0.22687112112239116,0.1719800234312836,0.3002082063035659,0.13408033196361147
405,1.0,1000.0,0.17463479415670652,0.2034867420423941,0.15854844854856853,0.2633922502539039,0.12536274469351028
406,1.0,500.0,0.1808100929614874,0.18588686066501645,0.2403814352489445,0.32993212620921963,0.12969452849343033
407,1.0,1000.0,0.17158034528552457,0.20690492544051858,0.22617986109167387,0.32644396309504187,0.1193189204787728
408,1.0,500.0,0.17390438247011952,0.23988314179284848,0.41953022047227007,0.5325494633134328,0.11008031318811518
409,1.0,1000.0,0.17131474103585656,0.2462741321543392,0.43393857485015574,0.5500541724438698,0.10895564892798837
410,1.0,500.0,0.17841965471447543,0.2336906782329073,0.3819647662498122,0.49330111924028486,0.10953157122760315
411,1.0,1000.0,0.17410358565737052,0.226522189758043,0.36187509674972335,0.46697141059688096,0.109167595395117
412,1.0,500.0,0.18811420982735724,0.2687561640947078,0.42396228602959696,0.5725100921107606,0.12845145423941173
413,1.0,1000.0,0.17277556440903055,0.24997346657302721,0.3903964867926274,0.5152856357978659,0.11565517124205393
414,1.0,500.0,0.18227091633466136,0.24344298390296068,0.5296126983619237,0.6396618425214463,0.10467429418526697
415,1.0,1000.0,0.17802124833997343,0.2401863179147661,0.5169773986934003,0.6221105536162859,0.10078375460618993
416,1.0,500.0,0.17277556440903055,0.2328661410824888,0.3904187642197103,0.49743841821252255,0.10629029071549101
417,1.0,1000.0,0.17337317397078353,0.2109367827236389,0.3942356300599035,0.4814207568587575,0.1017395798152263
418,1.0,500.0,0.17682602921646745,0.20159156030210976,0.25201882042737245,0.34484994041180744,0.11139564100777788
419,1.0,1000.0,0.1747675962815405,0.21422652648244628,0.3430352480305898,0.4376555856679047,0.10501752871101344
